,Datum,year,dairy_date,tweet
394,8. Oktober,1916,8. Oktober 1916, Foerster: Die Behandlung der im Schulleben enthaltenen menschlichen Beziehungen zu einem Gegenstand des Unterrichts machen. Die Erziehung als Verschwörung der Großen.
395,16. Oktober,1916,16. Oktober 1916, Unter den 4 Bedingungen, welche die Hussiten den Katholiken [..] vorlegten, war [..], daß alle Todsünden, worunter sie »Fressen, Saufen, Unkeuschheit, Lügen, Meineid, Wucher, Annahme eines Beicht- und Meßpfennigs« zählten, mit dem Tode bestraft werden sollten.
396,18. Oktober,1916,18. Oktober 1916,"Aus einem Brief: [An Felice Bauer.] Es ist nicht so einfach, daß ich das, was du über Mutter, Eltern, Blumen, Neujahr und Tischgesellschaft sagst, einfach hinnehmen könnte."
397,30. Oktober,1916,30. Oktober 1916,"Zwei Herren sprachen im Sattelraum über ein Pferd, dem ein Stallknecht den Hinterleib massierte."
398,6. April 2017, 2017,6. April 1916,"Im kleinen Hafen, wo außer Fischerbooten nur die zwei Passagierdampfer, die den Seeverkehr besorgen, zu halten pflegen, lag heute eine fremde Barke."
399,29. Juli,1916,29. Juli 1916,"Hofnarr. Studie über den Hofnarren. Die großen Zeiten des Hofnarrentums sind wohl vorüber und kommen nicht wieder. Alles zielt anderswohin, das ist nicht zu leugnen."
400,30. Juli,1916,30. Juli 1916,"Fräulein K. Verlockungen, mit denen das Wesen nicht mitgeht. Das Auf und Zu, das Dehnen, Spitzen, Aufblühn der Lippen, als modellierten dort unsichtbar die Finger."
401,31. Juli,1916,31. Juli 1916,
402,1. August,1916,1. August 1916,"Altprager Geschichten des Dr. O. auf der Schwimmhalle. Die wilden Reden gegen die Reichen, die Friedrich AdlerPrager Dichter, der (mit Hugo Salus) für die uns vorangegangene Generation maßgebend war."
403,2. August,1916,2. August 1916,"Meistens wohnt der, den man sucht, nebenan. Zu erklären ist dies nicht ohne weiteres, man muß es zunächst als Erfahrungstatsache hinnehmen. Sie ist so tief begründet, daß man sie nicht verhindern kann, selbst wenn man es darauf anlegt."
404,3. August,1916,3. August 1916,"Noch einmal schrie ich aus voller Brust in die Welt hinaus. Dann stieß man mir den Knebel fest ein, fesselte Hände und Füße und band mir ein Tuch vor die Augen."
405,4. August,1916,4. August 1916,
406,5. August,1916,5. August 1916,"Nachmittag in Radešowitz mit Oskar. Traurig, schwach, oft bemüht, die Kernfrage wenigstens zu halten."
407,6. August,1916,6. August 1916,"A. Ich bin mit dir nicht zufrieden.B. Ich frage nicht warum. Ich weiß es.A. Und?B. Ich bin machtlos. Ich kann nichts ändern. Achselzucken undMundverziehn, mehr kann ich nicht.A. Ich werde dich zu meinem Herrn führen. Willst du?B. Ich schäme mich."
408,9. August,1916,9. August 1916,"Der Reisende machte eine unbestimmte Handbewegung, ließ von seinen Bemühungen ab, stieß die zwei wieder vom Leichnam fort und wies ihnen die Kolonie, wohin sie sofort gehen sollten."
409,15. September,1916,15. September 1916,
410,12. September 1917,1916,12. September 1917 1916,"statt.Du hast, soweit diese Möglichkeit überhaupt besteht, die Möglichkeit, einen Anfang zu machen. Verschwende sie nicht. Du wirst den Schmutz, der aus dir aufschwemmt, nicht vermeiden können, wenn du eindringen willst. Wälze dich aber nicht darin."
411,18. September,1916,18. September 1916,Alles zerreißen.
412,19. September,1916,19. September 1916,
413,21. September,1916,21. September 1916,"F. war hier, fährt, um mich zu sehn, dreißig Stunden, ich hätte es verhindern müssen. So wie ich es mir vorstelle, trägt sie, wesentlich durch meine Schuld, ein Äußerstes an Unglück."
414,22. September,1916,22. September 1916,Nichts.
415,25. September,1916,25. September 1916,"Weg zum Wald. Zerstört hast du alles, ohne es eigentlich besessen zu haben. Wie willst du es wieder zusammenfügen? Was für Kräfte bleiben noch dem schweifenden Geist zu dieser größten Arbeit?"
416,28. September,1916,28. September 1916,Grundriß der Gespräche mit F. Ich: So weit habe ich es also gebracht.F. : So weit habeiches gebracht.Ich: So weit habe ich dich gebracht.F. : Das ist wahr. Dem Tod also würde ich mich anvertrauen. Rest eines Glaubens. Rückkehr zum Vater. Großer Versöhnungstag.
417,1. Oktober,1916,1. Oktober 1916,).
418,8. Oktober,1916,8. Oktober 1916,"Inzwischen: Klagebriefe F.s, G.B. droht mit einem Brief. Trostloser Zustand (courbature)."
419,9. Oktober,1916,9. Oktober 1916,Beim Bauer Lüftner. Die große Diele. Theatralisch das Ganze. Er nervös mit Hihi und Haha und Auf-den-Tisch-Schlagen und Armheben und Achselzucken und Bierglasheben wie ein Wallensteiner.
420,14. Oktober,1916,14. Oktober 1916,"Ein achtzehnjähriger Junge kommt, sich von uns zu verabschieden, er rückt morgen ein: »Indem ich morgen einrücke, komme ich mich von Ihnen beurlauben.«"
421,15. Oktober,1916,15. Oktober 1916,"Auf der Landstraße gegen Oberklee am Abend; ging deshalb, weil in der Küche der Schaffer und zwei ungarische Soldaten saßen. Die Aussicht auf Ottlas Fenster in der Dämmerung, drüben ein Haus und hinter ihm schon freies Feld."
422,21. Oktober,1916,21. Oktober 1916,"Schöner Tag, sonnig, warm, windstill."
423,6. November,1916,6. November 1916,Glattes Unvermögen.
424,10. November,1916,10. November 1916,"Das Entscheidende habe ich bisher nicht eingeschrieben, ich fließe noch in zwei Armen. Die wartende Arbeit ist ungeheuerlich."
425,30. Juni,1916,30. Juni 1916,"Im Riegerpark gewesen. An den Jasminbüschen mit J.Kafkas zweite Verlobte, Fräulein Julie Wohryzek. – Diese Beziehung dauerte nur etwa ein halbes Jahr.auf- und abgegangen."
426,6. Juli,1916,6. Juli 1916,"Immerfort der gleiche Gedanke, das Verlangen, die Angst. Aber doch ruhiger als sonst, so als ob eine große Entwicklung vor sich ginge, deren fernes Zittern ich spüre. Zuviel gesagt."
427,5. Dezember,1916,5. Dezember 1916,"Wieder durch diesen schrecklichen langen engen Spalt gerissen, der eigentlich nur im Traum bezwungen werden kann. Aus eigenem Willen ginge es allerdings im Wachen niemals."
428,8. Dezember,1916,8. Dezember 1916,"Montag Feiertag im Baumgarten, im Restaurant, in der Galerie. Leid und Freude, Schuld und Unschuld, wie zwei unlösbar ineinander verschränkte Hände, man müßte sie durchschneiden durch Fleisch, Blut und Knochen."
429,9. Dezember,1916,9. Dezember 1916,"Viel Eleseus.Kafka las damals den Roman ›Segen der Erde‹ von Knut Hamsun; diesen Dichter liebte und bewunderte er ganz besonders.Aber wohin ich mich wende, schlägt mir die schwarze Welle entgegen."
430,11. Dezember,1916,11. Dezember 1916,Donnerstag.Kälte. Schweigend mit J. im Riegerpark. Verführung auf dem Graben. Das alles ist zu schwer. Ich bin nicht genug vorbereitet.
431,9. Januar,1916,9. Januar 1916,Aberglaube und Grundsatz und Ermöglichung des Lebens: Durch den Himmel der Laster wird die Hölle der Tugend erworben. So leicht? So schmutzig? So unmöglich? Aberglaube ist einfach. Ein segmentartiges Stück ist ihm aus dem Hinterkopf herausgeschnitten.
432,16. Oktober,1916,16. Oktober 1916,
433,17. Oktober,1916,17. Oktober 1916,"Dahinter, daß ich nichts Nützliches gelernt habe und mich – was zusammenhängt – auch körperlich verfallen ließ, kann eine Absicht liegen. Ich wollte unabgelenkt bleiben, unabgelenkt durch die Lebensfreude eines nützlichen und gesunden Mannes."
434,18. Oktober,1916,18. Oktober 1916,"Ewige Kinderzeit. Wieder ein Ruf des Lebens. Es ist sehr gut denkbar, daß die Herrlichkeit des Lebens um jeden und immer in ihrer ganzen Fülle bereitliegt, aber verhängt, in der Tiefe, unsichtbar, sehr weit."
435,19. Oktober,1916,19. Oktober 1916,"Das Wesen des Wüstenwegs. Ein Mensch, der als Volksführer seines Organismus diesen Weg macht, mit einem Rest (mehr ist nicht denkbar) des Bewußtseins dessen, was geschieht."
436,20. Oktober,1916,20. Oktober 1916,"Nachmittag Langer, dann Max, liest ›Franzi‹ vor. Ein Traum, kurz in einem krampfhaften, kurzen Schlaf, krampfhaft mich festgehalten, in maßlosem Glück."
437,21. Oktober,1916,21. Oktober 1916,"Es war ihm unmöglich gewesen, in das Haus einzutreten, denn er hatte eine Stimme gehört, welche ihm sagte: »Warte, bis ich dich fuhren werde!« Und so lag er noch immer im Staub vor dem Haus, obgleich wohl schon alles aussichtslos war (wie Sara sagen würde)."
438,22. Oktober,1916,22. Oktober 1916,"Ein Kenner, ein Fachmann, einer, der seinen Teil weiß, ein Wissen allerdings, das nicht vermittelt werden kann, aber glücklicherweise auch niemandem nötig zu sein scheint."
439,23. Oktober,1916,23. Oktober 1916,Nachmittag. Palästinafilm.
440,25. Oktober,1916,25. Oktober 1916,"Gestern Ehrenstein. Die Eltern spielten Karten; ich saß allein dabei, gänzlich fremd; der Vater sagte, ich solle mitspielen oder wenigstens zuschauen; ich redete mich irgendwie aus. Was bedeutete diese seit der Kinderzeit vielmals wiederholte Ablehnung?"
441,29. Oktober,1916,29. Oktober 1916,"Einen der nächsten Abende beteiligte ich mich dann wirklich, indem ich für die Mutter die Ergebnisse notierte. Es ergab sich aber kein Nähersein, und wenn auch eine Spur dessen da war, so wurde sie überhäuft von Müdigkeit, Langeweile, Trauer über die verlorene Zeit."
442,30. Oktober,1916,30. Oktober 1916,"Nachmittag Theater, Pallenberg. Meine inneren Möglichkeiten für (ich will nicht sagen Darstellung oder Dichtung des ›Geizigen‹, sondern für) den Geizigen selbst."
443,1. November,1916,1. November 1916,Werfels ›Bocksgesang‹. Die freie Verfügung über eine Welt unter Mißachtung ihrer Gesetze. Die Auferlegung des Gesetzes. Glück dieser Gesetzestreue.
444,2. November,1916,2. November 1916,"Vage Hoffnung, vages Zutrauen. Ein endlos trüber Sonntagnachmittag, ganze Jahre aufzehrend, ein aus Jahren bestehender Nachmittag. Abwechselnd verzweifelt in den leeren Gassen und beruhigt auf dem Kanapee."
445,3. November,1916,3. November 1916,Der Anruf.
446,7. November,1916,7. November 1916,"Unentrinnbare Verpflichtung zur Selbstbeobachtung: Werde ich von jemandem andern beobachtet, muß ich mich natürlich auch beobachten, werde ich von niemandem sonst beobachtet, muß ich mich um so genauer beobachten."
447,1. Dezember,1916,1. Dezember 1916,"M. nach vier Besuchen weggefahren, fährt morgen weg. Vier ruhigere Tage innerhalb von gequälten. Ein langer Weg von da, daß ich über ihre Abreise nicht traurig bin, nicht eigentlich traurig bin, bis dorthin, daß ich wegen ihrer Abreise unendlich traurig bin."
448,2. Dezember,1916,2. Dezember 1916,Briefschreiben im Zimmer der Eltern. Die Formen des Niedergangs sind unausdenkbar.
449,6. Dezember,1916,6. Dezember 1916,"Aus einem Brief: »Ich wärme mich daran in diesem traurigen Winter.« Die Metaphern sind eines in dem vielen, was mich am Schreiben verzweifeln läßt."
450,20. Dezember,1916,20. Dezember 1916,"Vieles durchgelitten in Gedanken. Aus tiefem Schlaf wurde ich aufgeschreckt. In der Mitte des Zimmers saß an einem kleinen Tischchen bei Kerzenlicht ein fremder Mann. Er saß im Halbdunkel breit und schwer, der aufgeknöpfte Winterrock machte ihn noch breiter."
451,23. Dezember,1916,23. Dezember 1916,"Wieder über ›Náš Skautík‹Zeitschrift der tschechischen Scout-Bewegung. Alle Erziehungsprobleme interessierten Kafka. gesessen. ›Iwan Iljitsch‹.Die bekannte Erzählung Tolstois, die neben den ›Volkserzählungen‹ (vor allem ›Die drei Greise‹) von Kafka sehr geliebt wurde."
452,17. Januar,1916,17. Januar 1916,Kaum anders.
453,18. Januar,1916,18. Januar 1916,"Jenes etwas stiller, dafür kommt G. Erlösung oder Verschlimmerung, wie man will. Einen Augenblick Denken: Gib dich zufrieden, lerne (lerne, Vierzigjähriger) im Augenblick zu ruhn (doch, einmal konntest du es). Ja, im Augenblick, dem schrecklichen."
454,19. Januar,1916,19. Januar 1916,"Was bedeuten die gestrigen Feststellungen heute? Bedeuten das gleiche wie gestern, sind wahr, nur daß das Blut in den Rinnen zwischen den großen Steinen des Gesetzes versickert."
455,20. Januar,1916,20. Januar 1916,"Ein wenig stiller. Wie notwendig war es. Kaum ist es ein wenig stiller, ist es fast zu still. Als bekäme ich das wahre Gefühl meiner selbst nur, wenn ich unerträglich unglücklich bin. Das ist wohl auch richtig."
456,21. Januar,1916,21. Januar 1916,"Es ist noch nicht zu still. Plötzlich im Theater, angesichts des Gefängnisses Florestans, öffnet sich der Abgrund. Alles, Sänger, Musik, Publikum, Nachbarn, alles ferner als der Abgrund. So schwer war die Aufgabe niemandes, soviel ich weiß."
457,22. Januar,1916,22. Januar 1916,Nächtlicher Entschluß. Die Bemerkung hinsichtlich der »Junggesellen der Erinnerung«Diese Bemerkung steht in Kafkas erstem Buch ›Betrachtung‹.
458,23. Januar,1916,23. Januar 1916,"Wieder kam Unruhe. Woher? Aus bestimmten Gedanken, die schnell vergessen werden, aber die Unruhe unvergeßlich hinterlassen."
459,24. Januar,1916,24. Januar 1916,"Das Glück der Jungen und alten Ehemänner im Bureau. Mir unzugänglich, und wenn es mir zugänglich wäre, mir unerträglich und doch das einzige, an dem mich zu sättigen ich Anlage habe. Das Zögern vor der Geburt."
460,27. Januar,1916,27. Januar 1916,"Spindlermühle. Notwendigkeit der Unabhängigkeit von dem mit Ungeschick gemischten Unglück des doppelten Schlittens, des zerbrochenen Koffers, des wackelnden Tisches, des schlechten Lichtes, der Unmöglichkeit, im Hotel nachmittag Ruhe zu haben u. dgl."
461,28. Januar,1916,28. Januar 1916,"Ein wenig bewußtlos, müde vom Rodeln, es gibt noch Waffen, so selten angewendet, ich dringe so schwer zu ihnen vor, weil ich die Freude an ihrem Gebrauch nicht kenne, als Kind nicht gelernt habe."
462,29. Januar,1916,29. Januar 1916,Angriffe auf dem Weg im Schnee am Abend.
463,30. Januar,1916,30. Januar 1916,"Warten auf die Lungenentzündung. Furcht, nicht so sehr vor der Krankheit als wegen der Mutter und vor ihr, vor dem Vater, dem Direktor und weiterhin allen."
464,31. Januar,1916,31. Januar 1916,"Das würde heißen, daß ich wegen der Mutter am Leben bin. Das kann nicht richtig sein, denn selbst wenn ich unendlich viel mehr wäre, als ich bin, wäre ich nur ein Abgesandter des Lebens und wenn durch nichts anderes, durch diesen Auftrag mit ihm verbunden."
465,1. Februar,1916,1. Februar 1916,"Nichts, nur müde. Glück des Fuhrmanns, der jeden Abend so, wie ich heute meinen, und noch viel schöner erlebt. Abend etwa auf dem Ofen."
466,2. Februar,1916,2. Februar 1916,"Kampf auf dem Weg zum Tannenstein am Vormittag, Kampf beim Zuschauen des Skiwettspringens."
467,3. Februar,1916,3. Februar 1916,"Schlaflos, fast gänzlich; von Träumen geplagt, so wie wenn sie in mich, in ein widerwilliges Material eingekratzt würden."
468,4. Februar,1916,4. Februar 1916,"In der verzweifelten Kälte, das veränderte Gesicht, die unbegreiflichen anderen. Was M. sagte, ohne die Wahrheit dessen vollständig verstehen zu können (es gibt auch einen berechtigten traurigen Hochmut), über das Glück des Plauderns mit Menschen."
469,5. Februar,1916,5. Februar 1916,"Ihnen entlaufen. Irgendein geschickter Sprung. Zu Hause bei der Lampe im stillen Zimmer. Unvorsichtig, es zu sagen. Es ruft sie aus den Wäldern, wie wenn man die Lampe angezündet hätte, um ihnen auf die Spur zu helfen."
470,6. Februar,1916,6. Februar 1916,
471,7. Februar,1916,7. Februar 1916,Geschützt und verbraucht von K. und H.
472,8. Februar,1916,8. Februar 1916,
473,9. Februar,1916,9. Februar 1916,"Zwei Tage verloren, aber die gleichen zwei Tage gebraucht zur Einbürgerung."
474,10. Februar,1916,10. Februar 1916,"Schlaflos, ohne den geringsten Zusammenhang mit Menschen, außer dem von ihnen selbst hergestellten, der mich für den Augenblick überzeugt, wie alles, was sie tun. Neuer Angriff von G."
475,12. Februar,1916,12. Februar 1916,
476,13. Februar,1916,13. Februar 1916,"Die Möglichkeit, aus voller Brust zu dienen."
477,14. Februar,1916,14. Februar 1916,"Die Macht des Behagens über mich, meine Ohnmacht ohne das Behagen. Ich kenne niemanden, bei dem beide sogroß wären. Infolgedessen ist alles, was ich baue, luftig, ohne Bestand, das Stubenmädchen, das mir früh das warme Wasser zu bringen vergißt, wirft meine Welt um."
478,15. Februar,1916,15. Februar 1916,"Ein wenig Gesang unter mir, ein wenig Türenschlagen auf dem Gang, und alles ist verloren."
479,16. Februar,1916,16. Februar 1916,Die Geschichte von der Gletscherspalte.
480,18. Februar,1916,18. Februar 1916,"Theaterdirektor, der alles von Grund auf selbst schaffen muß, sogar die Schauspieler muß er erst zeugen. Ein Besucher wird nicht vorgelassen, der Direktor ist mit wichtigen Theaterarbeiten beschäftigt. Was ist es? Er wechselt die Windeln eines künftigen Schauspielers."
481,19. Februar,1916,19. Februar 1916,Hoffnungen?
482,20. Februar,1916,20. Februar 1916,Unmerkliches Leben. Merkliches Mißlingen.
483,25. Februar,1916,25. Februar 1916,Ein Brief.
484,26. Februar,1916,26. Februar 1916,"Ich gebe es zu – wem gebe ich es zu? dem Brief? –, daß es in mir Möglichkeiten gibt, nahe Möglichkeiten, die ich noch nicht kenne; aber nur den Weg zu ihnen finden und, wenn ich ihn gefunden habe, wagen!"
485,27. Februar,1916,27. Februar 1916,"Ein schlechter Nachmittagsschlaf, alles verändert, die Not wieder an den Leib gerückt."
486,28. Februar,1916,28. Februar 1916,Blick auf den Turm und den blauen Himmel. Ruhend.
487,1. März,1916,1. März 1916,›Richard III.‹ Ohnmacht.
488,5. März,1916,5. März 1916,Drei Tage im Bett. Kleine Gesellschaft vor dem Bett. Umschwung. Flucht. Vollständige Niederlage. Immer die in Zimmern eingesperrte Weltgeschichte.
489,6. März,1916,6. März 1916,Neuer Ernst und Müdigkeit.
490,7. März,1916,7. März 1916,"Gestern der schlimmste Abend, so als sei alles zu Ende."
491,9. März,1916,9. März 1916,"Das war aber nur Müdigkeit, heute aber neuer, den Schweiß aus der Stirn treibender Angriff. Wie wäre es, wenn man an sich selbst erstickte?"
492,13. März,1916,13. März 1916,"Das reine Gefühl und die Klarheit über seine Gründe. Der Anblick der Kinder, besonders eines Mädchens (aufrechter Gang, kurze schwarze Haare) und eines anderen (blond, unbestimmte Züge, unbestimmtes Lächeln), die aufmunternde Musik, der Marschtritt."
493,15. März,1916,15. März 1916,"Einwände genommen aus dem Werk: Popularisierung, und zwar mit Lust – und Zauberei. Wie er an den Gefahren vorbeikommt (Blüher).Beginn der Polemik mit Hans Blühers Buch ›Secessio Judaica‹."
494,20. März,1916,20. März 1916,Die Abendessensunterhaltung über Mörder und Hinrichtung. Unbekannt jede Angst in der ruhig atmenden Brust. Unbekannt der Unterschied zwischen vollbrachtem und geplantem Mord.
495,22. März,1916,22. März 1916,Nachmittag. Traum vom Geschwür an der Wange. Die fortwährend zitternde Grenze zwischen dem gewöhnlichen Leben und dem scheinbar wirklicheren Schrecken.
496,24. März,1916,24. März 1916,"Wie es lauert! Auf dem Weg zum Arzt zum Beispiel, so häufig dort."
497,29. März,1916,29. März 1916,Im Strom.
498,4. April,1916,4. April 1916,"Wie weit ist der Weg von der inneren Not etwa zu einer Szene wie der im Hof, und wie kurz ist der Rückweg. Und da man nun in der Heimat ist, kann man nicht mehr fort."
499,6. April,1919,6. April 1919,"Schon seit zwei Tagen geahnt, gestern ein Ausbruch, weitere Verfolgung, große Kraft des Feindes. Einer der Anlässe: Gespräch mit der Mutter, Scherze über die Zukunft. – Geplanter Brief an Milena. Die drei Erinnyen. Flucht in den Hain. Milena."
500,7. April,1919,7. April 1919,"Die zwei Bilder und die zwei Terrakotten in der Ausstellung. Märchenprinzessin (Kubin), nackt auf dem Diwan, blickt durch das offene Fenster, stark hereindringende Landschaft, in ihrer Art freie Luft wie auf dem Bild von Schwind."
501,10. April,1919,10. April 1919,"Die fünf Leitsätze zur Hölle (genetische Aufeinanderfolge): 1. »Hinter dem Fenster ist das Schlimmste.« Alles andere ist engelhaft, entweder ausdrücklich oder bei Nichtbeachtung (der häufigere Fall) schweigend zugegeben. 2."
502,13. April,1919,13. April 1919,"Maxens Leid. Vormittag in seinem Bureau. Nachmittag vor der Teinkirche (Ostersonntag). Junges kleines Mädchen, achtzehn Jahre, Nase, Kopfform, blond, im Profil flüchtig gesehn, kam aus der Kirche." 
503,16. April,1919,16. April 1919, Maxens Leid. Spaziergang mit ihm. Dienstag fährt er fort.
504,27. April,1919,27. April 1919,"Gestern Makkabimädchen in der ›Selbstwehr‹-Redaktion, telephoniert: »Přišla jsem ti pomoct.«Makkabimädchen. Makkabi, hier der Name zionistischer Sportvereine. ›Selbstwehr‹ hieß das Prager zionistische Wochenblatt."
505,8. Mai,1919,8. Mai 1919,"Arbeit mit dem Pflug. Er bohrt sich tief ein und fährt doch leicht. Oder er ritzt nur den Boden. Oder er fährt leer mit hochgezogener nichtiger Pflugschar, mit ihr oder ohne sie, es ist gleichgültig."
506,12. Mai,1919,12. Mai 1919,"›Maggid.‹›Der große Maggid‹ (Prediger), Titel eines Buches von Martin Buber über den chassidischen Rabbi Dow Bär von Mesritsch, einen Jünger des Baalschem. Auf dieses Buch bezieht sich auch die erste Eintragung vom"
507,12. Mai,1919,12. Mai 1919,Die ununterbrochene Mannigfaltigkeit und mitten darin einmal der rührende Anblick einer augenblicksweise nachlassenden Variationskraft.
508,19. Mai,1919,19. Mai 1919,"Zu zweit fühlt er sich verlassener als allein. Ist er mit jemandem zu zweit, greift dieser zweite nach ihm, und er ist ihm hilflos ausgeliefert."
509,20. Mai,1919,20. Mai 1919,"Die Freimaurer auf dem Altstädter Ring. Die mögliche Wahrheit jeder Rede und Lehre. Das kleine, schmutzige, bloßfüßige laufende Mädchen im Hemdkleidchen mit wehendem Haar."
510,23. Mai,1919,23. Mai 1919,
511,5. Juni,1919,5. Juni 1919, Begräbnis Myslbecks. [Myslbeckwar ein bedeutender tschechischer Bildhauer.] Talent für »Flickarbeit«.
512,16. Juni,1919,16. Juni 1919, 
513,23. Juni,1919,23. Juni 1919, Planá. In Planá an der Luznice war Kafka wieder bei seiner Schwester Ottla zur Erholung. – Die Luschnitz ist ein Nebenfluß der Moldau in Südostböhmen.
514,27. Juli,1919,27. Juli 1919,"Die Angriffe. Gestern Abendspaziergang mit dem Hund. Tvrz Sedlec.›Tvrz‹ bedeutet Festung. Die Kirschallee beim Waldausgang, die fast die Heimlichkeit eines Zimmers erzeugt. Rückkehr von Mann und Frau vom Feld."
515,26. September,1919,26. September 1919,"Zwei Monate nichts eingetragen. Mit Unterbrechungen gute Zeit, verdanke sie Ottla. Seit ein paar Tagen wieder Zusammenbruch. An seinem ersten Tag eine Art Entdeckung im Wald gemacht."
516,14. November,1919,14. November 1919,"Abend immer 37.6, 37.7. Sitze beim Schreibtisch, bringe nichts zuwege, komme kaum auf die Gasse. Trotzdem Tartufferie, über die Krankheit zu klagen."
517,18. Dezember,1919,18. Dezember 1919,"Die ganze Zeit über im Bett. Gestern ›Entweder-Oder‹.Von Kierkegaard. ''Und doch. Kein »und doch«, so ängstlich und gespannt du mich ansiehst, Krizanowskaja auf der Ansichtskarte vor mir. Immer ängstlicher im Niederschreiben. Es ist begreiflich."
